scenario,var,id,val,pos
-0.1,SLB,MVNI000026,157.5,ld6
-0.1,SLLL,MVNI000027,0.1881,ld6
-0.1,SDUL,MVNI000028,0.3123,ld6
-0.1,SSAT,MVNI000029,0.4077,ld6
-0.1,SRGF,MVNI000030,0.045,ld6
-0.1,SSKS,MVNI000031,0.333,ld6
-0.1,SBDM,MVNI000032,1.26,ld6
-0.1,SLOC,MVNI000033,0.27,ld6
-0.1,SLCL,MVNI000034,52.2,ld6
-0.1,SLSI,MVNI000035,8.1,ld6
-0.1,SLNI,MVNI000036,0.027,ld6
-0.1,SLHW,MVNI000037,5.13,ld6
-0.1,SCEC,MVNI000038,0.99,ld6
-0.25,SALB,MVNI000039,0.0975,pd
-0.25,SLU1,MVNI000040,6,pd
-0.25,SLDR,MVNI000041,0.45,pd
-0.25,SLRO,MVNI000042,56.25,pd
-0.25,SLNF,MVNI000043,0.75,pd
-0.25,SLPF,MVNI000044,0.75,pd
-0.25,SLB,MVNI000045,6.75,ld1
-0.25,SLLL,MVNI000046,0.147,ld1
-0.25,SDUL,MVNI000047,0.267,ld1
-0.25,SSAT,MVNI000048,0.357,ld1
-0.25,SRGF,MVNI000049,0.675,ld1
-0.25,SSKS,MVNI000050,0.3075,ld1
-0.25,SBDM,MVNI000051,0.9975,ld1
-0.25,SLOC,MVNI000052,1.275,ld1
-0.25,SLCL,MVNI000053,37.5,ld1
-0.25,SLSI,MVNI000054,5.25,ld1
-0.25,SLNI,MVNI000055,0.1275,ld1
-0.25,SLHW,MVNI000056,3.825,ld1
-0.25,SCEC,MVNI000057,3.075,ld1
-0.25,SLB,MVNI000045,27,ld2
-0.25,SLLL,MVNI000046,0.14625,ld2
-0.25,SDUL,MVNI000047,0.26775,ld2
-0.25,SSAT,MVNI000048,0.375,ld2
-0.25,SRGF,MVNI000049,0.75,ld2
-0.25,SSKS,MVNI000050,0.465,ld2
-0.25,SBDM,MVNI000051,0.945,ld2
-0.25,SLOC,MVNI000052,0.9,ld2
-0.25,SLCL,MVNI000053,39,ld2
-0.25,SLSI,MVNI000054,6.75,ld2
-0.25,SLNI,MVNI000055,0.09,ld2
-0.25,SLHW,MVNI000056,3.675,ld2
-0.25,SCEC,MVNI000057,2.625,ld2
-0.25,SLB,MVNI000045,54,ld3
-0.25,SLLL,MVNI000046,0.1725,ld3
-0.25,SDUL,MVNI000047,0.2625,ld3
-0.25,SSAT,MVNI000048,0.417,ld3
-0.25,SRGF,MVNI000049,0.6,ld3
-0.25,SSKS,MVNI000050,0.9525,ld3
-0.25,SBDM,MVNI000051,0.84,ld3
-0.25,SLOC,MVNI000052,0.525,ld3
-0.25,SLCL,MVNI000053,41.25,ld3
-0.25,SLSI,MVNI000054,8.25,ld3
-0.25,SLNI,MVNI000055,0.0525,ld3
-0.25,SLHW,MVNI000056,3.6,ld3
-0.25,SCEC,MVNI000057,1.35,ld3
-0.25,SLB,MVNI000045,76.5,ld4
-0.25,SLLL,MVNI000046,0.1605,ld4
-0.25,SDUL,MVNI000047,0.2685,ld4
-0.25,SSAT,MVNI000048,0.4455,ld4
-0.25,SRGF,MVNI000049,0.375,ld4
-0.25,SSKS,MVNI000050,1.1775,ld4
-0.25,SBDM,MVNI000051,0.765,ld4
-0.25,SLOC,MVNI000052,0.375,ld4
-0.25,SLCL,MVNI000053,45,ld4
-0.25,SLSI,MVNI000054,6,ld4
-0.25,SLNI,MVNI000055,0.0375,ld4
-0.25,SLHW,MVNI000056,3.75,ld4
-0.25,SCEC,MVNI000057,1.35,ld4
-0.25,SLB,MVNI000045,110.25,ld5
-0.25,SLLL,MVNI000046,0.15675,ld5
-0.25,SDUL,MVNI000047,0.26025,ld5
-0.25,SSAT,MVNI000048,0.348,ld5
-0.25,SRGF,MVNI000049,0.15,ld5
-0.25,SSKS,MVNI000050,0.285,ld5
-0.25,SBDM,MVNI000051,1.05,ld5
-0.25,SLOC,MVNI000052,0.225,ld5
-0.25,SLCL,MVNI000053,44.25,ld5
-0.25,SLSI,MVNI000054,6,ld5
-0.25,SLNI,MVNI000055,0.0225,ld5
-0.25,SLHW,MVNI000056,4.275,ld5
-0.25,SCEC,MVNI000057,1.35,ld5
-0.25,SLB,MVNI000045,131.25,ld6
-0.25,SLLL,MVNI000046,0.15675,ld6
-0.25,SDUL,MVNI000047,0.26025,ld6
-0.25,SSAT,MVNI000048,0.348,ld6
-0.25,SRGF,MVNI000049,0.0375,ld6
-0.25,SSKS,MVNI000050,0.2775,ld6
-0.25,SBDM,MVNI000051,1.05,ld6
-0.25,SLOC,MVNI000052,0.225,ld6
-0.25,SLCL,MVNI000053,43.5,ld6
-0.25,SLSI,MVNI000054,6.75,ld6
-0.25,SLNI,MVNI000055,0.0225,ld6
-0.25,SLHW,MVNI000056,4.275,ld6
-0.25,SCEC,MVNI000057,0.825,ld6
-0.5,SALB,MVNI000058,0.065,pd
-0.5,SLU1,MVNI000059,4,pd
-0.5,SLDR,MVNI000060,0.3,pd
-0.5,SLRO,MVNI000061,37.5,pd
-0.5,SLNF,MVNI000062,0.5,pd
-0.5,SLPF,MVNI000063,0.5,pd
-0.5,SLB,MVNI000064,4.5,ld1
-0.5,SLLL,MVNI000065,0.098,ld1
-0.5,SDUL,MVNI000066,0.197,ld1
-0.5,SSAT,MVNI000067,0.357,ld1
-0.5,SRGF,MVNI000068,0.45,ld1
-0.5,SSKS,MVNI000069,0.205,ld1
-0.5,SBDM,MVNI000070,0.665,ld1
-0.5,SLOC,MVNI000071,0.85,ld1
-0.5,SLCL,MVNI000072,25,ld1
-0.5,SLSI,MVNI000073,3.5,ld1
-0.5,SLNI,MVNI000074,0.085,ld1
-0.5,SLHW,MVNI000075,2.55,ld1
-0.5,SCEC,MVNI000076,2.05,ld1
-0.5,SLB,MVNI000064,18,ld2
-0.5,SLLL,MVNI000065,0.0975,ld2
-0.5,SDUL,MVNI000066,0.196,ld2
-0.5,SSAT,MVNI000067,0.358,ld2
-0.5,SRGF,MVNI000068,0.5,ld2
-0.5,SSKS,MVNI000069,0.31,ld2
-0.5,SBDM,MVNI000070,0.63,ld2
-0.5,SLOC,MVNI000071,0.6,ld2
-0.5,SLCL,MVNI000072,26,ld2
-0.5,SLSI,MVNI000073,4.5,ld2
-0.5,SLNI,MVNI000074,0.06,ld2
-0.5,SLHW,MVNI000075,2.45,ld2
-0.5,SCEC,MVNI000076,1.75,ld2
-0.5,SLB,MVNI000064,36,ld3
-0.5,SLLL,MVNI000065,0.115,ld3
-0.5,SDUL,MVNI000066,0.231,ld3
-0.5,SSAT,MVNI000067,0.351,ld3
-0.5,SRGF,MVNI000068,0.4,ld3
-0.5,SSKS,MVNI000069,0.635,ld3
-0.5,SBDM,MVNI000070,0.56,ld3
-0.5,SLOC,MVNI000071,0.35,ld3
-0.5,SLCL,MVNI000072,27.5,ld3
-0.5,SLSI,MVNI000073,5.5,ld3
-0.5,SLNI,MVNI000074,0.035,ld3
-0.5,SLHW,MVNI000075,2.4,ld3
-0.5,SCEC,MVNI000076,0.9,ld3
-0.5,SLB,MVNI000064,51,ld4
-0.5,SLLL,MVNI000065,0.107,ld4
-0.5,SDUL,MVNI000066,0.215,ld4
-0.5,SSAT,MVNI000067,0.359,ld4
-0.5,SRGF,MVNI000068,0.25,ld4
-0.5,SSKS,MVNI000069,0.785,ld4
-0.5,SBDM,MVNI000070,0.51,ld4
-0.5,SLOC,MVNI000071,0.25,ld4
-0.5,SLCL,MVNI000072,30,ld4
-0.5,SLSI,MVNI000073,4,ld4
-0.5,SLNI,MVNI000074,0.025,ld4
-0.5,SLHW,MVNI000075,2.5,ld4
-0.5,SCEC,MVNI000076,0.9,ld4
-0.5,SLB,MVNI000064,73.5,ld5
-0.5,SLLL,MVNI000065,0.1045,ld5
-0.5,SDUL,MVNI000066,0.21,ld5
-0.5,SSAT,MVNI000067,0.348,ld5
-0.5,SRGF,MVNI000068,0.1,ld5
-0.5,SSKS,MVNI000069,0.19,ld5
-0.5,SBDM,MVNI000070,0.7,ld5
-0.5,SLOC,MVNI000071,0.15,ld5
-0.5,SLCL,MVNI000072,29.5,ld5
-0.5,SLSI,MVNI000073,4,ld5
-0.5,SLNI,MVNI000074,0.015,ld5
-0.5,SLHW,MVNI000075,2.85,ld5
-0.5,SCEC,MVNI000076,0.9,ld5
-0.5,SLB,MVNI000064,87.5,ld6
-0.5,SLLL,MVNI000065,0.1045,ld6
-0.5,SDUL,MVNI000066,0.21,ld6
-0.5,SSAT,MVNI000067,0.348,ld6
-0.5,SRGF,MVNI000068,0.025,ld6
-0.5,SSKS,MVNI000069,0.185,ld6
-0.5,SBDM,MVNI000070,0.7,ld6
-0.5,SLOC,MVNI000071,0.15,ld6
-0.5,SLCL,MVNI000072,29,ld6
-0.5,SLSI,MVNI000073,4.5,ld6
-0.5,SLNI,MVNI000074,0.015,ld6
-0.5,SLHW,MVNI000075,2.85,ld6
-0.5,SCEC,MVNI000076,0.55,ld6
-0.75,SALB,MVNI000077,0.0325,pd
-0.75,SLU1,MVNI000078,2,pd
-0.75,SLDR,MVNI000079,0.15,pd
-0.75,SLRO,MVNI000080,18.75,pd
-0.75,SLNF,MVNI000081,0.25,pd
-0.75,SLPF,MVNI000082,0.25,pd
-0.75,SLB,MVNI000083,2.25,ld1
-0.75,SLLL,MVNI000084,0.049,ld1
-0.75,SDUL,MVNI000085,0.197,ld1
-0.75,SSAT,MVNI000086,0.357,ld1
-0.75,SRGF,MVNI000087,0.225,ld1
-0.75,SSKS,MVNI000088,0.1025,ld1
-0.75,SBDM,MVNI000089,0.3325,ld1
-0.75,SLOC,MVNI000090,0.425,ld1
-0.75,SLCL,MVNI000091,12.5,ld1
-0.75,SLSI,MVNI000092,1.75,ld1
-0.75,SLNI,MVNI000093,0.0425,ld1
-0.75,SLHW,MVNI000094,1.275,ld1
-0.75,SCEC,MVNI000095,1.025,ld1
-0.75,SLB,MVNI000083,9,ld2
-0.75,SLLL,MVNI000084,0.04875,ld2
-0.75,SDUL,MVNI000085,0.196,ld2
-0.75,SSAT,MVNI000086,0.358,ld2
-0.75,SRGF,MVNI000087,0.25,ld2
-0.75,SSKS,MVNI000088,0.155,ld2
-0.75,SBDM,MVNI000089,0.315,ld2
-0.75,SLOC,MVNI000090,0.3,ld2
-0.75,SLCL,MVNI000091,13,ld2
-0.75,SLSI,MVNI000092,2.25,ld2
-0.75,SLNI,MVNI000093,0.03,ld2
-0.75,SLHW,MVNI000094,1.225,ld2
-0.75,SCEC,MVNI000095,0.875,ld2
-0.75,SLB,MVNI000083,18,ld3
-0.75,SLLL,MVNI000084,0.0575,ld3
-0.75,SDUL,MVNI000085,0.231,ld3
-0.75,SSAT,MVNI000086,0.351,ld3
-0.75,SRGF,MVNI000087,0.2,ld3
-0.75,SSKS,MVNI000088,0.3175,ld3
-0.75,SBDM,MVNI000089,0.28,ld3
-0.75,SLOC,MVNI000090,0.175,ld3
-0.75,SLCL,MVNI000091,13.75,ld3
-0.75,SLSI,MVNI000092,2.75,ld3
-0.75,SLNI,MVNI000093,0.0175,ld3
-0.75,SLHW,MVNI000094,1.2,ld3
-0.75,SCEC,MVNI000095,0.45,ld3
-0.75,SLB,MVNI000083,25.5,ld4
-0.75,SLLL,MVNI000084,0.0535,ld4
-0.75,SDUL,MVNI000085,0.215,ld4
-0.75,SSAT,MVNI000086,0.359,ld4
-0.75,SRGF,MVNI000087,0.125,ld4
-0.75,SSKS,MVNI000088,0.3925,ld4
-0.75,SBDM,MVNI000089,0.255,ld4
-0.75,SLOC,MVNI000090,0.125,ld4
-0.75,SLCL,MVNI000091,15,ld4
-0.75,SLSI,MVNI000092,2,ld4
-0.75,SLNI,MVNI000093,0.0125,ld4
-0.75,SLHW,MVNI000094,1.25,ld4
-0.75,SCEC,MVNI000095,0.45,ld4
-0.75,SLB,MVNI000083,36.75,ld5
-0.75,SLLL,MVNI000084,0.05225,ld5
-0.75,SDUL,MVNI000085,0.21,ld5
-0.75,SSAT,MVNI000086,0.348,ld5
-0.75,SRGF,MVNI000087,0.05,ld5
-0.75,SSKS,MVNI000088,0.095,ld5
-0.75,SBDM,MVNI000089,0.35,ld5
-0.75,SLOC,MVNI000090,0.075,ld5
-0.75,SLCL,MVNI000091,14.75,ld5
-0.75,SLSI,MVNI000092,2,ld5
-0.75,SLNI,MVNI000093,0.0075,ld5
-0.75,SLHW,MVNI000094,1.425,ld5
-0.75,SCEC,MVNI000095,0.45,ld5
-0.75,SLB,MVNI000083,43.75,ld6
-0.75,SLLL,MVNI000084,0.05225,ld6
-0.75,SDUL,MVNI000085,0.21,ld6
-0.75,SSAT,MVNI000086,0.348,ld6
-0.75,SRGF,MVNI000087,0.0125,ld6
-0.75,SSKS,MVNI000088,0.0925,ld6
-0.75,SBDM,MVNI000089,0.35,ld6
-0.75,SLOC,MVNI000090,0.075,ld6
-0.75,SLCL,MVNI000091,14.5,ld6
-0.75,SLSI,MVNI000092,2.25,ld6
-0.75,SLNI,MVNI000093,0.0075,ld6
-0.75,SLHW,MVNI000094,1.425,ld6
-0.75,SCEC,MVNI000095,0.275,ld6
0,SALB,MVBL000001,0.13,pd
0,SLU1,MVBL000001,8,pd
0,SLDR,MVBL000001,0.6,pd
0,SLRO,MVBL000001,75,pd
0,SLNF,MVBL000001,1,pd
0,SLPF,MVBL000001,1,pd
0,SLB,MVBL000001,9,ld1
0,SLLL,MVBL000001,0.196,ld1
0,SDUL,MVBL000001,0.356,ld1
0,SSAT,MVBL000001,0.471,ld1
0,SRGF,MVBL000001,0.9,ld1
0,SSKS,MVBL000001,0.41,ld1
0,SBDM,MVBL000001,1.33,ld1
0,SLOC,MVBL000001,1.7,ld1
0,SLCL,MVBL000001,50,ld1
0,SLSI,MVBL000001,7,ld1
0,SLNI,MVBL000001,0.17,ld1
0,SLHW,MVBL000001,5.1,ld1
0,SCEC,MVBL000001,4.1,ld1
0,SLB,MVBL000001,36,ld2
0,SLLL,MVBL000001,0.195,ld2
0,SDUL,MVBL000001,0.357,ld2
0,SSAT,MVBL000001,0.5,ld2
0,SRGF,MVBL000001,1,ld2
0,SSKS,MVBL000001,0.62,ld2
0,SBDM,MVBL000001,1.26,ld2
0,SLOC,MVBL000001,1.2,ld2
0,SLCL,MVBL000001,52,ld2
0,SLSI,MVBL000001,9,ld2
0,SLNI,MVBL000001,0.12,ld2
0,SLHW,MVBL000001,4.9,ld2
0,SCEC,MVBL000001,3.5,ld2
0,SLB,MVBL000001,72,ld3
0,SLLL,MVBL000001,0.23,ld3
0,SDUL,MVBL000001,0.35,ld3
0,SSAT,MVBL000001,0.556,ld3
0,SRGF,MVBL000001,0.8,ld3
0,SSKS,MVBL000001,1.27,ld3
0,SBDM,MVBL000001,1.12,ld3
0,SLOC,MVBL000001,0.7,ld3
0,SLCL,MVBL000001,55,ld3
0,SLSI,MVBL000001,11,ld3
0,SLNI,MVBL000001,0.07,ld3
0,SLHW,MVBL000001,4.8,ld3
0,SCEC,MVBL000001,1.8,ld3
0,SLB,MVBL000001,102,ld4
0,SLLL,MVBL000001,0.214,ld4
0,SDUL,MVBL000001,0.358,ld4
0,SSAT,MVBL000001,0.594,ld4
0,SRGF,MVBL000001,0.5,ld4
0,SSKS,MVBL000001,1.57,ld4
0,SBDM,MVBL000001,1.02,ld4
0,SLOC,MVBL000001,0.5,ld4
0,SLCL,MVBL000001,60,ld4
0,SLSI,MVBL000001,8,ld4
0,SLNI,MVBL000001,0.05,ld4
0,SLHW,MVBL000001,5,ld4
0,SCEC,MVBL000001,1.8,ld4
0,SLB,MVBL000001,147,ld5
0,SLLL,MVBL000001,0.209,ld5
0,SDUL,MVBL000001,0.347,ld5
0,SSAT,MVBL000001,0.455,ld5
0,SRGF,MVBL000001,0.2,ld5
0,SSKS,MVBL000001,0.38,ld5
0,SBDM,MVBL000001,1.4,ld5
0,SLOC,MVBL000001,0.3,ld5
0,SLCL,MVBL000001,59,ld5
0,SLSI,MVBL000001,8,ld5
0,SLNI,MVBL000001,0.03,ld5
0,SLHW,MVBL000001,5.7,ld5
0,SCEC,MVBL000001,1.8,ld5
0,SLB,MVBL000001,175,ld6
0,SLLL,MVBL000001,0.209,ld6
0,SDUL,MVBL000001,0.347,ld6
0,SSAT,MVBL000001,0.453,ld6
0,SRGF,MVBL000001,0.05,ld6
0,SSKS,MVBL000001,0.37,ld6
0,SBDM,MVBL000001,1.4,ld6
0,SLOC,MVBL000001,0.3,ld6
0,SLCL,MVBL000001,58,ld6
0,SLSI,MVBL000001,9,ld6
0,SLNI,MVBL000001,0.03,ld6
0,SLHW,MVBL000001,5.7,ld6
0,SCEC,MVBL000001,1.1,ld6
